customer_id,tenure_months,contract_type,monthly_charges,support_tickets,payment_method,churn
CUST-101027,19,Two Year,65.85,2,Direct Debit,No
CUST-101028,36,Month-to-Month,68.31,0,Bank Transfer,No
CUST-101029,29,Month-to-Month,50.87,2,Credit Card,No
CUST-101030,60,Month-to-Month,99.83,3,Direct Debit,No
CUST-101031,2,One Year,121.85,2,Direct Debit,No
CUST-101032,1,Two Year,59.43,2,Direct Debit,No
CUST-101033,47,Two Year,72.06,2,Bank Transfer,No
CUST-101034,69,Month-to-Month,66.95,0,Direct Debit,No
CUST-101035,20,Month-to-Month,59.81,5,Direct Debit,No
CUST-101036,11,Two Year,48.36,0,Direct Debit,No
CUST-101037,2,One Year,43.3,1,Direct Debit,Yes
CUST-101038,67,Month-to-Month,42.29,1,Credit Card,No
CUST-101039,12,Month-to-Month,73.1,1,Direct Debit,Yes
CUST-101040,20,One Year,54.61,0,Direct Debit,No
CUST-101041,5,One Year,20.0,1,Direct Debit,No
CUST-101042,37,Month-to-Month,73.9,4,Direct Debit,Yes
CUST-101043,38,Month-to-Month,64.23,1,Direct Debit,No
CUST-101044,9,Two Year,91.93,0,Bank Transfer,No
CUST-101045,53,One Year,72.46,3,Direct Debit,No
CUST-101046,44,Month-to-Month,35.43,0,Direct Debit,No
CUST-101047,24,Month-to-Month,20.41,4,Credit Card,Yes
CUST-101048,30,One Year,50.61,0,Bank Transfer,No
CUST-101049,59,Month-to-Month,52.5,0,Direct Debit,No
CUST-101050,14,Month-to-Month,83.86,0,Direct Debit,Yes
CUST-101051,9,Month-to-Month,64.82,1,Credit Card,No
CUST-101052,40,Month-to-Month,87.67,3,Direct Debit,Yes
CUST-101053,66,One Year,38.5,2,Bank Transfer,No
CUST-101054,25,Month-to-Month,84.31,3,Bank Transfer,No
CUST-101055,22,One Year,79.42,0,Credit Card,No
CUST-101056,4,Month-to-Month,24.64,1,Direct Debit,No
CUST-101057,26,Month-to-Month,91.45,0,Direct Debit,No
CUST-101058,58,Month-to-Month,66.87,3,Bank Transfer,No
CUST-101059,29,Two Year,72.84,6,Credit Card,No
CUST-101060,37,Two Year,47.7,0,Direct Debit,No
CUST-101061,70,Month-to-Month,90.5,0,Direct Debit,Yes
CUST-101062,18,One Year,41.28,3,Credit Card,No
CUST-101063,42,One Year,81.64,0,Bank Transfer,No
CUST-101064,41,Two Year,81.41,1,Credit Card,No
CUST-101065,38,Month-to-Month,45.52,2,Direct Debit,Yes
CUST-101066,34,One Year,104.67,1,Direct Debit,No
CUST-101067,17,Month-to-Month,69.63,4,Direct Debit,No
CUST-101068,37,Month-to-Month,78.08,0,Bank Transfer,Yes
CUST-101069,25,Two Year,34.46,1,Direct Debit,No
CUST-101070,27,Month-to-Month,107.35,3,Credit Card,No
CUST-101071,57,Month-to-Month,40.51,1,Direct Debit,No
CUST-101072,31,Month-to-Month,85.5,1,Direct Debit,No
CUST-101073,6,One Year,45.1,3,Credit Card,Yes
CUST-101074,40,One Year,52.62,1,Bank Transfer,No
CUST-101075,12,Month-to-Month,80.78,0,Direct Debit,No
CUST-101076,53,Two Year,85.55,1,Direct Debit,Yes
CUST-101077,71,Month-to-Month,39.57,3,Credit Card,Yes
CUST-101078,10,Month-to-Month,86.81,0,Credit Card,Yes
CUST-101079,45,Two Year,85.9,1,Credit Card,Yes
CUST-101080,17,Month-to-Month,46.24,0,Direct Debit,No
CUST-101081,26,Month-to-Month,96.97,0,Credit Card,No
CUST-101082,62,Month-to-Month,35.86,1,Bank Transfer,Yes
CUST-101083,46,Two Year,52.5,3,Bank Transfer,No
CUST-101084,64,Month-to-Month,74.58,3,Credit Card,Yes
CUST-101085,2,Two Year,47.93,2,Bank Transfer,No
CUST-101086,54,One Year,70.28,0,Direct Debit,No
CUST-101087,65,Month-to-Month,69.82,4,Direct Debit,No
CUST-101088,51,One Year,61.26,1,Credit Card,No
CUST-101089,53,Month-to-Month,81.65,2,Direct Debit,Yes
CUST-101090,36,Month-to-Month,60.43,0,Bank Transfer,No
CUST-101091,26,One Year,69.63,2,Direct Debit,No
CUST-101092,29,Two Year,87.93,2,Direct Debit,No
CUST-101093,21,Month-to-Month,80.81,1,Direct Debit,No
CUST-101094,11,Month-to-Month,80.72,0,Direct Debit,Yes
CUST-101095,40,Month-to-Month,42.02,2,Credit Card,No
CUST-101096,11,Month-to-Month,75.5,0,Direct Debit,Yes
CUST-101097,36,Month-to-Month,47.43,2,Direct Debit,Yes
CUST-101098,59,Month-to-Month,39.37,1,Bank Transfer,Yes
CUST-101099,39,One Year,63.57,1,Direct Debit,No
CUST-101100,54,Month-to-Month,46.91,1,Bank Transfer,Yes
CUST-101101,55,Month-to-Month,80.81,2,Direct Debit,Yes
CUST-101102,24,Two Year,81.29,1,Direct Debit,No
CUST-101103,22,Two Year,26.95,0,Direct Debit,No
CUST-101104,69,Month-to-Month,48.43,2,Credit Card,No
CUST-101105,56,Month-to-Month,35.8,0,Credit Card,No
CUST-101106,33,One Year,55.75,1,Bank Transfer,No
CUST-101107,36,Month-to-Month,74.1,2,Direct Debit,Yes
CUST-101108,20,Month-to-Month,60.15,5,Credit Card,Yes
CUST-101109,62,One Year,53.2,3,Direct Debit,No
CUST-101110,26,Month-to-Month,91.0,3,Bank Transfer,No
CUST-101111,66,Month-to-Month,20.0,1,Bank Transfer,Yes
CUST-101112,40,Month-to-Month,89.74,3,Direct Debit,Yes
CUST-101113,17,Month-to-Month,54.11,2,Direct Debit,Yes
CUST-101114,1,Month-to-Month,63.44,0,Direct Debit,Yes
CUST-101115,61,Two Year,54.45,2,Credit Card,No
CUST-101116,43,Month-to-Month,95.86,2,Bank Transfer,Yes
CUST-101117,42,Month-to-Month,40.38,0,Bank Transfer,Yes
CUST-101118,25,Month-to-Month,65.23,1,Credit Card,Yes
CUST-101119,39,Two Year,75.55,2,Credit Card,No
CUST-101120,35,Month-to-Month,32.78,1,Direct Debit,No
CUST-101121,3,Month-to-Month,46.6,2,Credit Card,Yes
CUST-101122,44,Two Year,62.04,2,Direct Debit,No
CUST-101123,51,Month-to-Month,47.27,3,Credit Card,No
CUST-101124,12,Month-to-Month,48.69,3,Direct Debit,Yes
CUST-101125,19,Month-to-Month,58.0,2,Direct Debit,Yes
CUST-101126,44,Month-to-Month,77.99,2,Credit Card,Yes
CUST-101127,59,Month-to-Month,58.15,1,Bank Transfer,Yes
CUST-101128,49,One Year,86.57,4,Credit Card,Yes
CUST-101129,61,Month-to-Month,45.04,2,Credit Card,No
CUST-101130,17,One Year,39.96,3,Bank Transfer,No
CUST-101131,57,Month-to-Month,103.53,2,Direct Debit,Yes
CUST-101132,55,Month-to-Month,51.84,1,Direct Debit,No
CUST-101133,47,Month-to-Month,38.78,1,Bank Transfer,No
CUST-101134,12,Two Year,30.16,0,Bank Transfer,No
CUST-101135,62,Month-to-Month,86.5,1,Direct Debit,No
CUST-101136,8,One Year,58.17,1,Direct Debit,No
CUST-101137,21,Month-to-Month,59.93,2,Bank Transfer,Yes
CUST-101138,70,Month-to-Month,61.82,2,Credit Card,Yes
CUST-101139,72,Month-to-Month,85.26,2,Direct Debit,No
CUST-101140,25,Month-to-Month,61.41,1,Direct Debit,Yes
CUST-101141,12,Month-to-Month,111.88,1,Bank Transfer,No
CUST-101142,15,Month-to-Month,67.68,0,Direct Debit,No
CUST-101143,59,One Year,86.24,3,Direct Debit,No
CUST-101144,26,Month-to-Month,81.1,4,Credit Card,Yes
CUST-101145,26,One Year,64.27,0,Direct Debit,No
CUST-101146,47,Month-to-Month,53.26,1,Direct Debit,No
CUST-101147,32,Month-to-Month,71.64,2,Direct Debit,No
CUST-101148,10,One Year,75.2,1,Direct Debit,No
CUST-101149,16,Month-to-Month,53.55,0,Bank Transfer,No
CUST-101150,71,Month-to-Month,68.33,1,Credit Card,No
CUST-101151,17,One Year,89.72,3,Direct Debit,No
CUST-101152,23,Two Year,106.4,0,Direct Debit,No
CUST-101153,26,Month-to-Month,82.09,1,Direct Debit,No
CUST-101154,7,Month-to-Month,102.26,0,Direct Debit,Yes
CUST-101155,14,Two Year,52.41,1,Credit Card,No
CUST-101156,7,Month-to-Month,79.04,0,Direct Debit,Yes
CUST-101157,9,One Year,91.77,1,Direct Debit,Yes
CUST-101158,48,Month-to-Month,47.07,0,Bank Transfer,No
CUST-101159,72,Month-to-Month,55.29,1,Direct Debit,No
CUST-101160,59,One Year,99.76,1,Direct Debit,No
CUST-101161,39,Month-to-Month,45.5,2,Bank Transfer,No
CUST-101162,18,Month-to-Month,38.18,1,Bank Transfer,Yes
CUST-101163,59,Month-to-Month,95.56,2,Bank Transfer,No
CUST-101164,17,One Year,88.94,2,Credit Card,No
CUST-101165,14,One Year,73.64,2,Bank Transfer,No
CUST-101166,31,Month-to-Month,64.09,3,Bank Transfer,No
CUST-101167,24,Month-to-Month,56.23,1,Direct Debit,No
CUST-101168,60,One Year,70.64,1,Credit Card,No
CUST-101169,45,One Year,96.6,1,Direct Debit,No
CUST-101170,3,One Year,69.77,1,Credit Card,No
CUST-101171,37,Month-to-Month,108.34,1,Direct Debit,Yes
CUST-101172,43,One Year,47.04,2,Direct Debit,No
CUST-101173,40,One Year,64.61,1,Direct Debit,No
CUST-101174,55,Month-to-Month,57.54,0,Direct Debit,Yes
CUST-101175,39,Month-to-Month,43.3,0,Direct Debit,No
CUST-101176,15,Month-to-Month,61.94,0,Credit Card,No
CUST-101177,4,One Year,73.35,1,Direct Debit,No
CUST-101178,25,Month-to-Month,75.48,0,Credit Card,No
CUST-101179,13,One Year,108.41,1,Credit Card,No
CUST-101180,33,Two Year,74.29,2,Credit Card,No
CUST-101181,16,One Year,88.0,2,Direct Debit,No
CUST-101182,42,Two Year,66.32,1,Bank Transfer,No
CUST-101183,66,Two Year,98.56,1,Credit Card,No
CUST-101184,55,Month-to-Month,112.97,0,Bank Transfer,Yes
CUST-101185,42,One Year,75.62,1,Direct Debit,No
CUST-101186,34,Month-to-Month,45.15,0,Direct Debit,No
CUST-101187,30,Two Year,54.02,2,Direct Debit,No
CUST-101188,13,Month-to-Month,70.64,2,Direct Debit,No
CUST-101189,13,Two Year,74.13,3,Direct Debit,No
CUST-101190,18,One Year,78.97,1,Bank Transfer,No
CUST-101191,32,One Year,74.2,2,Credit Card,No
CUST-101192,39,Month-to-Month,65.14,2,Direct Debit,No
CUST-101193,46,Month-to-Month,52.28,0,Credit Card,Yes
CUST-101194,29,One Year,73.02,0,Direct Debit,No
CUST-101195,62,Month-to-Month,102.1,3,Direct Debit,Yes
CUST-101196,62,Two Year,85.4,0,Credit Card,Yes
CUST-101197,57,Month-to-Month,75.69,2,Credit Card,No
CUST-101198,16,One Year,85.59,2,Credit Card,No
CUST-101199,56,Month-to-Month,57.58,2,Direct Debit,No
CUST-101200,10,One Year,54.83,1,Direct Debit,No
CUST-101201,30,One Year,50.04,2,Bank Transfer,No
CUST-101202,25,Month-to-Month,62.49,2,Bank Transfer,No
CUST-101203,5,Month-to-Month,56.56,0,Direct Debit,No
CUST-101204,65,Month-to-Month,89.17,1,Credit Card,Yes
CUST-101205,49,One Year,55.49,1,Direct Debit,No
CUST-101206,3,Month-to-Month,48.95,0,Direct Debit,No
CUST-101207,45,One Year,103.85,0,Credit Card,Yes
CUST-101208,14,Month-to-Month,55.97,2,Credit Card,No
CUST-101209,30,Month-to-Month,68.07,0,Bank Transfer,No
CUST-101210,68,Month-to-Month,74.03,1,Credit Card,No
CUST-101211,18,Month-to-Month,42.27,1,Credit Card,Yes
CUST-101212,62,Month-to-Month,89.71,1,Direct Debit,Yes
CUST-101213,37,Two Year,77.74,2,Credit Card,No
CUST-101214,25,Two Year,96.17,1,Bank Transfer,Yes
CUST-101215,48,Month-to-Month,51.42,1,Direct Debit,Yes
CUST-101216,65,One Year,66.98,2,Direct Debit,No
CUST-101217,53,Two Year,65.79,1,Bank Transfer,No
CUST-101218,15,Month-to-Month,70.28,2,Direct Debit,No
CUST-101219,49,Month-to-Month,35.91,1,Direct Debit,No
CUST-101220,68,Month-to-Month,67.22,1,Direct Debit,Yes
CUST-101221,12,Month-to-Month,36.47,3,Direct Debit,No
CUST-101222,59,Two Year,72.17,1,Direct Debit,No
CUST-101223,37,One Year,22.43,2,Credit Card,No
CUST-101224,61,Month-to-Month,27.97,2,Credit Card,No
CUST-101225,43,Month-to-Month,81.37,0,Credit Card,Yes
CUST-101226,70,One Year,54.06,2,Credit Card,No
CUST-101227,39,Two Year,45.24,0,Direct Debit,No
CUST-101228,56,One Year,90.42,1,Bank Transfer,No
CUST-101229,63,One Year,71.55,1,Bank Transfer,No
CUST-101230,46,Month-to-Month,82.44,0,Direct Debit,Yes
CUST-101231,11,Two Year,61.68,1,Direct Debit,Yes
CUST-101232,62,One Year,118.59,1,Direct Debit,Yes
CUST-101233,25,Month-to-Month,52.91,2,Direct Debit,Yes
CUST-101234,71,One Year,99.89,1,Bank Transfer,No
CUST-101235,52,Month-to-Month,63.77,2,Direct Debit,Yes
CUST-101236,4,Month-to-Month,31.91,1,Credit Card,No
CUST-101237,59,Month-to-Month,74.66,1,Direct Debit,No
CUST-101238,72,Month-to-Month,71.3,2,Credit Card,Yes
CUST-101239,20,Month-to-Month,43.97,2,Direct Debit,No
CUST-101240,63,Month-to-Month,46.56,1,Credit Card,No
CUST-101241,54,Month-to-Month,64.51,0,Bank Transfer,Yes
CUST-101242,57,Month-to-Month,71.99,2,Direct Debit,Yes
CUST-101243,41,Month-to-Month,20.0,2,Direct Debit,Yes
CUST-101244,3,Month-to-Month,86.06,1,Direct Debit,Yes
CUST-101245,6,One Year,55.11,2,Credit Card,Yes
CUST-101246,5,Month-to-Month,38.37,1,Direct Debit,Yes
CUST-101247,5,Month-to-Month,83.82,0,Bank Transfer,Yes
CUST-101248,54,Two Year,64.53,2,Direct Debit,No
CUST-101249,47,One Year,89.32,1,Direct Debit,No
CUST-101250,49,Two Year,73.76,3,Credit Card,No
CUST-101251,9,Month-to-Month,64.97,2,Direct Debit,Yes
CUST-101252,20,Month-to-Month,61.95,2,Credit Card,No
CUST-101253,61,One Year,74.65,2,Direct Debit,No
CUST-101254,35,Month-to-Month,56.73,1,Bank Transfer,No
CUST-101255,50,Month-to-Month,47.95,3,Direct Debit,Yes
CUST-101256,62,Month-to-Month,77.2,0,Credit Card,Yes
CUST-101257,17,Two Year,62.11,3,Direct Debit,Yes
CUST-101258,3,Month-to-Month,65.67,1,Direct Debit,Yes
CUST-101259,32,Two Year,86.79,3,Credit Card,Yes
CUST-101260,13,Two Year,62.72,0,Direct Debit,No
CUST-101261,68,Month-to-Month,65.3,2,Direct Debit,Yes
CUST-101262,14,One Year,53.01,1,Direct Debit,No
CUST-101263,11,One Year,73.61,0,Direct Debit,Yes
CUST-101264,56,Two Year,72.0,3,Credit Card,No
CUST-101265,67,Month-to-Month,83.02,1,Bank Transfer,No
CUST-101266,29,One Year,53.42,1,Direct Debit,No
CUST-101267,9,Month-to-Month,55.84,2,Bank Transfer,Yes
CUST-101268,67,Two Year,80.84,1,Bank Transfer,No
CUST-101269,25,Month-to-Month,70.04,1,Direct Debit,No
CUST-101270,42,Month-to-Month,46.88,1,Direct Debit,No
CUST-101271,9,One Year,91.13,0,Direct Debit,No
CUST-101272,40,Two Year,31.03,4,Credit Card,No
CUST-101273,25,One Year,80.69,0,Direct Debit,No
CUST-101274,5,Month-to-Month,39.7,2,Direct Debit,Yes
CUST-101275,11,Month-to-Month,102.72,0,Direct Debit,Yes
CUST-101276,59,Two Year,34.11,1,Credit Card,No
CUST-101277,38,One Year,88.05,1,Direct Debit,No
CUST-101278,72,Two Year,63.37,1,Credit Card,No
CUST-101279,5,Month-to-Month,57.67,3,Bank Transfer,Yes
CUST-101280,48,Month-to-Month,68.71,3,Credit Card,No
CUST-101281,18,One Year,77.64,2,Direct Debit,No
CUST-101282,70,Two Year,46.91,1,Direct Debit,No
CUST-101283,37,Month-to-Month,48.68,1,Direct Debit,No
CUST-101284,60,Two Year,77.99,1,Bank Transfer,No
CUST-101285,48,Month-to-Month,30.85,2,Bank Transfer,Yes
CUST-101286,28,Month-to-Month,53.32,0,Credit Card,No
CUST-101287,69,Month-to-Month,125.81,2,Direct Debit,Yes
CUST-101288,40,Month-to-Month,45.64,0,Credit Card,No
CUST-101289,45,Month-to-Month,87.96,2,Bank Transfer,No
CUST-101290,62,Month-to-Month,53.28,1,Bank Transfer,No
CUST-101291,58,Month-to-Month,75.18,2,Credit Card,No
CUST-101292,67,Two Year,78.09,1,Credit Card,No
CUST-101293,56,Month-to-Month,87.58,1,Credit Card,No
CUST-101294,40,Month-to-Month,60.99,2,Bank Transfer,Yes
CUST-101295,40,Month-to-Month,104.78,1,Credit Card,No
CUST-101296,33,Month-to-Month,53.21,0,Direct Debit,Yes
CUST-101297,6,One Year,69.68,1,Credit Card,No
CUST-101298,19,Month-to-Month,69.91,2,Bank Transfer,No
CUST-101299,40,One Year,42.56,3,Credit Card,No
CUST-101300,59,One Year,59.28,2,Credit Card,No
CUST-101301,59,Month-to-Month,68.23,0,Credit Card,Yes
CUST-101302,48,Month-to-Month,56.36,1,Credit Card,No
CUST-101303,41,Month-to-Month,113.82,3,Direct Debit,No
CUST-101304,13,Month-to-Month,48.23,1,Credit Card,No
CUST-101305,45,One Year,88.59,4,Direct Debit,No
CUST-101306,53,One Year,82.13,4,Bank Transfer,No
CUST-101307,42,Month-to-Month,64.72,2,Bank Transfer,Yes
CUST-101308,63,Month-to-Month,47.7,1,Direct Debit,No
CUST-101309,27,Month-to-Month,49.63,2,Bank Transfer,No
CUST-101310,38,One Year,54.64,0,Direct Debit,No
CUST-101311,60,Month-to-Month,29.29,1,Credit Card,No
CUST-101312,7,Month-to-Month,44.93,1,Direct Debit,No
CUST-101313,5,Month-to-Month,35.35,0,Direct Debit,Yes
CUST-101314,45,One Year,91.92,0,Bank Transfer,No
CUST-101315,58,Two Year,77.37,1,Bank Transfer,No
CUST-101316,31,Month-to-Month,80.72,3,Credit Card,No
CUST-101317,23,Month-to-Month,76.78,3,Direct Debit,No
CUST-101318,42,Two Year,68.34,1,Direct Debit,No
CUST-101319,10,Month-to-Month,94.21,2,Bank Transfer,Yes
CUST-101320,32,One Year,52.78,0,Direct Debit,No
CUST-101321,53,Month-to-Month,67.13,0,Direct Debit,No
CUST-101322,30,One Year,79.94,1,Credit Card,No
CUST-101323,39,Month-to-Month,38.58,2,Bank Transfer,No
CUST-101324,31,Two Year,126.93,0,Direct Debit,No
CUST-101325,2,One Year,65.57,2,Bank Transfer,Yes
CUST-101326,12,One Year,67.84,2,Credit Card,No
CUST-101327,39,One Year,90.14,0,Direct Debit,No
CUST-101328,66,One Year,83.3,2,Credit Card,No
CUST-101329,13,Month-to-Month,65.76,1,Credit Card,No
CUST-101330,46,Two Year,67.6,0,Direct Debit,No
CUST-101331,27,Two Year,34.92,2,Credit Card,No
CUST-101332,17,Month-to-Month,53.87,1,Credit Card,No
CUST-101333,60,Two Year,75.34,0,Direct Debit,No
CUST-101334,64,One Year,73.88,0,Direct Debit,No
CUST-101335,35,Month-to-Month,89.42,0,Direct Debit,No
CUST-101336,70,Month-to-Month,62.59,0,Direct Debit,No
CUST-101337,30,Month-to-Month,37.25,2,Direct Debit,No
CUST-101338,71,Month-to-Month,86.13,2,Credit Card,No
CUST-101339,63,Month-to-Month,93.72,1,Direct Debit,Yes
CUST-101340,28,Month-to-Month,82.96,1,Direct Debit,Yes
CUST-101341,60,Month-to-Month,61.73,3,Direct Debit,No
CUST-101342,37,Month-to-Month,85.89,0,Credit Card,Yes
CUST-101343,22,Two Year,133.58,0,Credit Card,No
CUST-101344,68,Month-to-Month,67.3,1,Direct Debit,Yes
CUST-101345,20,Month-to-Month,38.77,0,Bank Transfer,Yes
CUST-101346,68,Month-to-Month,53.27,1,Credit Card,No
CUST-101347,64,Month-to-Month,77.51,3,Credit Card,No
CUST-101348,17,One Year,32.9,0,Direct Debit,No
CUST-101349,12,One Year,68.39,2,Direct Debit,No
CUST-101350,22,One Year,72.61,2,Bank Transfer,No
CUST-101351,17,Month-to-Month,95.7,2,Direct Debit,No
CUST-101352,10,One Year,91.2,0,Credit Card,Yes
CUST-101353,65,Month-to-Month,82.29,0,Credit Card,Yes
CUST-101354,22,Month-to-Month,21.75,5,Bank Transfer,Yes
CUST-101355,50,Month-to-Month,83.42,0,Direct Debit,No
CUST-101356,14,Month-to-Month,79.11,0,Credit Card,No
CUST-101357,64,Month-to-Month,70.12,1,Credit Card,No
CUST-101358,47,Month-to-Month,30.4,2,Direct Debit,No
CUST-101359,29,Two Year,49.46,0,Direct Debit,No
CUST-101360,36,Month-to-Month,41.66,0,Direct Debit,Yes
CUST-101361,52,Month-to-Month,24.7,1,Direct Debit,No
CUST-101362,7,Month-to-Month,64.94,4,Direct Debit,No
CUST-101363,29,One Year,49.04,1,Credit Card,No
CUST-101364,11,Month-to-Month,117.51,2,Credit Card,No
CUST-101365,33,Two Year,61.62,1,Bank Transfer,No
CUST-101366,6,Two Year,90.88,1,Direct Debit,Yes
CUST-101367,32,Month-to-Month,33.62,2,Direct Debit,No
CUST-101368,51,Month-to-Month,54.4,0,Bank Transfer,No
CUST-101369,58,Month-to-Month,66.94,1,Bank Transfer,Yes
CUST-101370,26,One Year,46.84,2,Credit Card,No
CUST-101371,46,Month-to-Month,56.56,2,Direct Debit,Yes
CUST-101372,29,Month-to-Month,60.64,2,Bank Transfer,No
CUST-101373,4,Month-to-Month,60.32,2,Direct Debit,No
CUST-101374,13,One Year,102.1,0,Direct Debit,Yes
CUST-101375,39,Month-to-Month,72.56,0,Credit Card,No
CUST-101376,15,Month-to-Month,74.59,4,Credit Card,No
CUST-101377,29,One Year,75.79,0,Direct Debit,No
CUST-101378,29,One Year,77.25,3,Credit Card,No
CUST-101379,32,Two Year,63.34,2,Credit Card,No
CUST-101380,2,Month-to-Month,58.59,2,Bank Transfer,Yes
CUST-101381,47,One Year,68.34,1,Direct Debit,No
CUST-101382,22,One Year,88.14,0,Direct Debit,No
CUST-101383,27,Month-to-Month,87.52,0,Credit Card,Yes
CUST-101384,67,One Year,60.19,3,Bank Transfer,No
CUST-101385,56,Month-to-Month,80.36,2,Direct Debit,Yes
CUST-101386,21,Two Year,61.11,1,Direct Debit,No
CUST-101387,47,Month-to-Month,65.68,3,Direct Debit,No
CUST-101388,59,One Year,55.53,2,Direct Debit,No
CUST-101389,6,Month-to-Month,61.37,0,Bank Transfer,Yes
CUST-101390,19,Two Year,91.83,0,Direct Debit,No
CUST-101391,57,Month-to-Month,66.85,3,Credit Card,Yes
CUST-101392,69,Two Year,67.71,0,Direct Debit,No
CUST-101393,3,Two Year,36.06,3,Direct Debit,No
CUST-101394,1,Month-to-Month,58.82,3,Bank Transfer,Yes
CUST-101395,58,Two Year,60.17,1,Credit Card,No
CUST-101396,38,Two Year,48.42,2,Credit Card,No
CUST-101397,15,Month-to-Month,65.43,3,Credit Card,No
CUST-101398,34,Month-to-Month,56.42,1,Direct Debit,No
CUST-101399,61,Month-to-Month,66.6,2,Credit Card,No
CUST-101400,35,Month-to-Month,67.43,3,Direct Debit,No
CUST-101401,64,Month-to-Month,45.88,2,Bank Transfer,Yes
CUST-101402,25,Month-to-Month,57.03,1,Credit Card,Yes
CUST-101403,24,Month-to-Month,66.55,0,Direct Debit,Yes
CUST-101404,12,Month-to-Month,88.69,3,Bank Transfer,Yes
CUST-101405,18,Month-to-Month,70.13,1,Credit Card,No
CUST-101406,15,Two Year,51.76,1,Direct Debit,No
CUST-101407,27,One Year,72.98,1,Direct Debit,No
CUST-101408,72,Month-to-Month,99.15,2,Bank Transfer,Yes
CUST-101409,60,One Year,83.33,0,Bank Transfer,No
CUST-101410,46,One Year,75.95,2,Credit Card,No
CUST-101411,17,Two Year,79.51,0,Direct Debit,No
CUST-101412,53,Month-to-Month,93.8,1,Direct Debit,No
CUST-101413,8,Month-to-Month,86.51,0,Direct Debit,Yes
CUST-101414,27,Two Year,76.34,1,Credit Card,No
CUST-101415,46,Two Year,86.37,0,Direct Debit,No
CUST-101416,50,One Year,43.37,4,Bank Transfer,No
CUST-101417,71,One Year,34.95,0,Direct Debit,No
CUST-101418,3,Month-to-Month,68.14,1,Credit Card,No
CUST-101419,64,Month-to-Month,66.37,0,Direct Debit,Yes
CUST-101420,44,Month-to-Month,54.12,1,Direct Debit,No
CUST-101421,53,Month-to-Month,81.52,4,Credit Card,No
CUST-101422,24,Two Year,27.74,2,Credit Card,No
CUST-101423,60,Month-to-Month,54.3,0,Credit Card,Yes
CUST-101424,3,Month-to-Month,55.3,2,Direct Debit,Yes
CUST-101425,20,Two Year,32.27,0,Direct Debit,No
CUST-101426,46,Month-to-Month,94.89,0,Bank Transfer,No
CUST-101427,15,Two Year,37.82,1,Credit Card,No
CUST-101428,25,Two Year,53.23,2,Credit Card,No
CUST-101429,71,One Year,83.16,2,Direct Debit,No
CUST-101430,17,Month-to-Month,77.92,2,Credit Card,No
CUST-101431,9,Month-to-Month,42.84,0,Direct Debit,Yes
CUST-101432,38,Month-to-Month,78.65,0,Direct Debit,No
CUST-101433,48,Month-to-Month,70.8,1,Direct Debit,Yes
CUST-101434,60,Month-to-Month,111.66,2,Direct Debit,Yes
CUST-101435,63,Two Year,73.08,1,Direct Debit,No
CUST-101436,2,Month-to-Month,62.18,3,Direct Debit,No
CUST-101437,72,One Year,47.87,0,Direct Debit,No
CUST-101438,11,Month-to-Month,50.12,2,Credit Card,No
CUST-101439,64,One Year,48.48,0,Bank Transfer,No
CUST-101440,72,Two Year,92.42,1,Direct Debit,No
CUST-101441,21,Month-to-Month,65.36,2,Direct Debit,Yes
CUST-101442,18,Month-to-Month,76.3,1,Direct Debit,No
CUST-101443,64,One Year,95.28,2,Direct Debit,No
CUST-101444,38,One Year,20.0,1,Direct Debit,No
CUST-101445,32,One Year,90.58,3,Direct Debit,Yes
CUST-101446,11,Month-to-Month,66.11,1,Credit Card,Yes
CUST-101447,45,Month-to-Month,73.7,1,Bank Transfer,No
CUST-101448,33,Two Year,48.43,1,Bank Transfer,No
CUST-101449,41,Two Year,49.9,1,Credit Card,No
CUST-101450,8,Month-to-Month,74.78,1,Direct Debit,Yes
CUST-101451,11,Two Year,112.69,1,Credit Card,Yes
CUST-101452,51,Month-to-Month,85.07,5,Credit Card,No
CUST-101453,41,Month-to-Month,90.31,1,Direct Debit,No
CUST-101454,17,Month-to-Month,61.16,4,Bank Transfer,No
CUST-101455,46,Month-to-Month,53.0,3,Credit Card,No
CUST-101456,32,Month-to-Month,49.38,0,Credit Card,No
CUST-101457,54,Month-to-Month,55.23,0,Direct Debit,Yes
CUST-101458,20,Month-to-Month,23.94,1,Bank Transfer,Yes
CUST-101459,33,One Year,50.5,1,Credit Card,No
CUST-101460,40,One Year,53.79,2,Direct Debit,No
CUST-101461,32,One Year,61.49,2,Direct Debit,No
CUST-101462,2,Two Year,67.64,4,Direct Debit,No
CUST-101463,33,Month-to-Month,72.25,0,Direct Debit,No
CUST-101464,30,One Year,64.7,3,Credit Card,No
CUST-101465,33,One Year,53.37,1,Direct Debit,No
CUST-101466,26,Month-to-Month,25.73,1,Bank Transfer,No
CUST-101467,22,Month-to-Month,53.49,1,Bank Transfer,Yes
CUST-101468,66,Month-to-Month,45.55,1,Direct Debit,No
CUST-101469,38,Two Year,74.32,3,Direct Debit,No
CUST-101470,46,Month-to-Month,83.19,0,Direct Debit,Yes
CUST-101471,15,Two Year,83.77,2,Direct Debit,No
CUST-101472,44,One Year,80.14,2,Direct Debit,No
CUST-101473,49,One Year,62.33,2,Direct Debit,No
CUST-101474,61,Two Year,54.56,0,Bank Transfer,No
CUST-101475,67,One Year,50.06,1,Bank Transfer,No
CUST-101476,6,Month-to-Month,34.85,0,Bank Transfer,No
